[ 0.  0.],0.0001,0.001,1,[  7.22562324e-07   7.22562324e-07],[-0.00722563 -0.00722563]
[ 0.  0.],0.0001,0.0001,1,[  7.22562324e-07   7.22562324e-07],[-0.00722563 -0.00722563]
[ 0.  0.],0.0001,1e-05,1,[  7.22562324e-07   7.22562324e-07],[-0.00722563 -0.00722563]
[ 0.  0.],0.0001,1e-06,1,[  7.22562324e-07   7.22562324e-07],[-0.00722563 -0.00722563]
[ 0.  0.],0.0001,1e-07,1,[  7.22562324e-07   7.22562324e-07],[-0.00722563 -0.00722563]
[ 0.  0.],0.0001,1e-08,10000,[ 0.00727566  0.00727566],[-0.00732616 -0.00732616]
[ 0.  0.],1e-05,0.001,1,[  7.22562324e-08   7.22562324e-08],[-0.00722562 -0.00722562]
[ 0.  0.],1e-05,0.0001,1,[  7.22562324e-08   7.22562324e-08],[-0.00722562 -0.00722562]
[ 0.  0.],1e-05,1e-05,1,[  7.22562324e-08   7.22562324e-08],[-0.00722562 -0.00722562]
[ 0.  0.],1e-05,1e-06,1,[  7.22562324e-08   7.22562324e-08],[-0.00722562 -0.00722562]
[ 0.  0.],1e-05,1e-07,1,[  7.22562324e-08   7.22562324e-08],[-0.00722562 -0.00722562]
[ 0.  0.],1e-05,1e-08,1,[  7.22562324e-08   7.22562324e-08],[-0.00722562 -0.00722562]
[ 0.  0.],1e-06,0.001,1,[  7.22562324e-09   7.22562324e-09],[-0.00722562 -0.00722562]
[ 0.  0.],1e-06,0.0001,1,[  7.22562324e-09   7.22562324e-09],[-0.00722562 -0.00722562]
[ 0.  0.],1e-06,1e-05,1,[  7.22562324e-09   7.22562324e-09],[-0.00722562 -0.00722562]
[ 0.  0.],1e-06,1e-06,1,[  7.22562324e-09   7.22562324e-09],[-0.00722562 -0.00722562]
[ 0.  0.],1e-06,1e-07,1,[  7.22562324e-09   7.22562324e-09],[-0.00722562 -0.00722562]
[ 0.  0.],1e-06,1e-08,1,[  7.22562324e-09   7.22562324e-09],[-0.00722562 -0.00722562]
[ 1.  1.],0.0001,0.001,1,[ 1.00000435  1.00000435],[-0.0434791 -0.0434791]
[ 1.  1.],0.0001,0.0001,1,[ 1.00000435  1.00000435],[-0.0434791 -0.0434791]
[ 1.  1.],0.0001,1e-05,1,[ 1.00000435  1.00000435],[-0.0434791 -0.0434791]
[ 1.  1.],0.0001,1e-06,1,[ 1.00000435  1.00000435],[-0.0434791 -0.0434791]
[ 1.  1.],0.0001,1e-07,10000,[ 1.04515434  1.04515434],[-0.04691405 -0.04691405]
[ 1.  1.],0.0001,1e-08,10000,[ 1.04515434  1.04515434],[-0.04691405 -0.04691405]
[ 1.  1.],1e-05,0.001,1,[ 1.00000043  1.00000043],[-0.04347881 -0.04347881]
[ 1.  1.],1e-05,0.0001,1,[ 1.00000043  1.00000043],[-0.04347881 -0.04347881]
[ 1.  1.],1e-05,1e-05,1,[ 1.00000043  1.00000043],[-0.04347881 -0.04347881]
[ 1.  1.],1e-05,1e-06,1,[ 1.00000043  1.00000043],[-0.04347881 -0.04347881]
[ 1.  1.],1e-05,1e-07,1,[ 1.00000043  1.00000043],[-0.04347881 -0.04347881]
[ 1.  1.],1e-05,1e-08,10000,[ 1.00436392  1.00436392],[-0.04380032 -0.04380032]
[ 1.  1.],1e-06,0.001,1,[ 1.00000004  1.00000004],[-0.04347878 -0.04347878]
[ 1.  1.],1e-06,0.0001,1,[ 1.00000004  1.00000004],[-0.04347878 -0.04347878]
[ 1.  1.],1e-06,1e-05,1,[ 1.00000004  1.00000004],[-0.04347878 -0.04347878]
[ 1.  1.],1e-06,1e-06,1,[ 1.00000004  1.00000004],[-0.04347878 -0.04347878]
[ 1.  1.],1e-06,1e-07,1,[ 1.00000004  1.00000004],[-0.04347878 -0.04347878]
[ 1.  1.],1e-06,1e-08,1,[ 1.00000004  1.00000004],[-0.04347878 -0.04347878]
[ 100.  100.],0.0001,0.001,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],0.0001,0.0001,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],0.0001,1e-05,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],0.0001,1e-06,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],0.0001,1e-07,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],0.0001,1e-08,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],1e-05,0.001,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],1e-05,0.0001,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],1e-05,1e-05,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],1e-05,1e-06,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],1e-05,1e-07,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],1e-05,1e-08,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],1e-06,0.001,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],1e-06,0.0001,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],1e-06,1e-05,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],1e-06,1e-06,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],1e-06,1e-07,1,[ 100.  100.],[ 0.  0.]
[ 100.  100.],1e-06,1e-08,1,[ 100.  100.],[ 0.  0.]
